StepNumber,Name,Comment,Latitude,Longitude
1,,,60,2625508555414,22,1232896271397
2,,,60,2624790113656,22,1234398308445
3,,,60,2623991843187,22,1235846701313
4,,,60,2623007306928,22,1237509670902
5,,,60,2622182422916,22,1239118996311
6,,,60,2621437364603,22,1240835610081
7,,,60,2620772132533,22,124249857967
8,,,60,2620160117835,22,124421519344
9,,,60,2619601320806,22,124614638393
10,,,60,2618936085005,22,1248774948765
11,,,60,261840389539,22,1251349869419
12,,,60,2617924923997,22,1254193010975
13,,,60,2617445951903,22,1257304373432
14,,,60,2617153246389,22,126041573589
15,,,60,2616807321354,22,1263473454167
16,,,60,2616328347625,22,1266531172444
17,,,60,2616142079874,22,1269052448918
18,,,60,2615929202315,22,1271627369572
19,,,60,2615689714895,22,1274470511128
20,,,60,2615503446781,22,1277903738667
21,,,60,26154502273,22,1280907812763
22,,,60,2615423617557,22,1284180107762
23,,,60,2615397007811,22,1287076893498
24,,,60,2615397007811,22,1289705458332
25,,,60,2615556666253,22,129297775333
26,,,60,2615929202315,22,1295993141603
27,,,60,2616195299242,22,1299426369142
28,,,60,2616381566962,22,1301947645616
29,,,60,2616541224924,22,1304629854631
30,,,60,2616727492448,22,1307365707826
31,,,60,2616887150241,22,130999427266
32,,,60,2616928267896,22,1312893310185
33,,,60,2616688781207,22,1314931789036
34,,,60,2616289636337,22,1317774930592
35,,,60,2615996929789,22,1321208158131
36,,,60,2615757442419,22,1324265876408
37,,,60,2615438125653,22,1327591815586
38,,,60,2615145418344,22,1330542245503
39,,,60,2615012369481,22,1333117166157
40,,,60,2614852710773,22,1335906663533
41,,,60,2614826100981,22,1339232602711
42,,,60,2614852710773,22,1341968455906
43,,,60,261495914992,22,1345187106724
44,,,60,2615225247636,22,1347493806477
45,,,60,2615597784075,22,1350283303852
46,,,60,2616129978252,22,1352804580326
47,,,60,2616715390848,22,135521856844
48,,,60,2617566898208,22,1358276286717
49,,,60,2618445012854,22,1360851207371
50,,,60,2619243296851,22,1362728753681
51,,,60,262004473452,22,1365109242962
52,,,60,2620709968068,22,1367737807797
53,,,60,2621188935385,22,1370473660992
54,,,60,2621694511238,22,1373477735089
55,,,60,2622546005646,22,1376803674267
56,,,60,2623370888741,22,1379646815823
57,,,60,2624062724572,22,1382007159756
58,,,60,262483438589,22,1384743012951
59,,,60,2625446391849,22,1387103356884
60,,,60,2626138223293,22,1389088191555
61,,,60,2626936488528,22,1391233958767
62,,,60,2627681534323,22,1393218793438
63,,,60,2628639447854,22,1395257272289
64,,,60,2629810227251,22,1396920241879
65,,,60,2630856587763,22,1398328814776
66,,,60,2632027359229,22,1399991784365
67,,,60,2633224734806,22,1402137551577
68,,,60,2634395497801,22,140449789551
69,,,60,26355396485,22,1406590018541
70,,,60,2636783763938,22,1408722755132
71,,,60,2637927906288,22,1410385724721
72,,,60,2639045436816,22,141194140595
73,,,60,2640296002167,22,1413255402558
74,,,60,2641493347494,22,1414381930344
75,,,60,2642717295967,22,141534752559
76,,,60,2644127491794,22,1416205832475
77,,,60,264556428884,22,14172250719
78,,,60,2646761614894,22,1417815157884
79,,,60,2648107135401,22,1418075687986
80,,,60,2649357666127,22,1418182976347
81,,,60,2650501764521,22,1418504841429
82,,,60,2651712618025,22,1419041283232
83,,,60,2652776888073,22,1419470436674
84,,,60,2654107220765,22,1420275099379
85,,,60,2655570580481,22,1420704252821
86,,,60,2656965661725,22,1421608103602
87,,,60,265796313034,22,1422572615566
88,,,60,2658814530394,22,1424128296794
89,,,60,2659665928232,22,1426005843105
90,,,60,2660623748153,22,1428097966136
91,,,60,2661448535283,22,143051195425
92,,,60,266208707873,22,1433033230724
93,,,60,2662991679814,22,1435661795558
94,,,60,2663523796931,22,1438719513835
95,,,60,2664426673581,22,1442978043282
96,,,60,2665198239735,22,144630398246
97,,,60,2665996409703,22,1449415344918
98,,,60,2666821183293,22,1452473063194
99,,,60,2667592743801,22,1455369848931
100,,,60,2668151458895,22,1458320278847
101,,,60,2668896410871,22,1461270708763
102,,,60,2669508334439,22,1463845629418
103,,,60,267014686216,22,1466474194252
104,,,60,2670732178143,22,1468619961464
105,,,60,2671610150155,22,1471570391381
106,,,60,2672355094257,22,1474520821297
107,,,60,2673126641718,22,1477739472115
108,,,60,2673791767379,22,1480314392769
109,,,60,2674456891689,22,1483157534325
110,,,60,2675122014646,22,1486215252602
111,,,60,2675920160411,22,1489219326699
112,,,60,2676611885165,22,1492223400795
113,,,60,2677250399026,22,149495925399
114,,,60,2677862306973,22,1497856039726
115,,,60,2678554027623,22,1500752825463
116,,,60,2679284820969,22,1503905260536
117,,,60,2680056352092,22,1506319248649
118,,,60,2680934299087,22,1508786880943
119,,,60,2681838848073,22,1511147224876
120,,,60,268276999883,22,1513078415367
121,,,60,2683967188766,22,15154387593
122,,,60,2685084562089,22,1517638170692
123,,,60,2686175327604,22,1519193851921
124,,,60,2687239485578,22,1520534956428
125,,,60,2688277036271,22,152268072364
126,,,60,268912835746,22,1524719202491
127,,,60,268984665799,22,1527723276588
128,,,60,269061816421,22,1530190908882
129,,,60,2691309857896,22,1532926762077
130,,,60,2692107964177,22,1535716259452
131,,,60,2693065689146,22,1538559401008
132,,,60,2693810584406,22,1541724407646
133,,,60,2694156428057,22,1545586788627
134,,,60,2694236238079,22,1549824678871
135,,,60,2694076618016,22,1554169857475
136,,,60,269373077428,22,1558085882637
137,,,60,2693198706281,22,1561572754356
138,,,60,2692773051259,22,1564523184272
139,,,60,26922675852,22,1567902767631
140,test3,,60,2692001550119,22,1569619381401
